Job,Tool,a,b,ns/op,memUsage
BenchmarkGonomicsIntervalOverlap100_100k-13                        ,Gonomics8Worker,100,100000,131915577,14366
BenchmarkGonomicsIntervalOverlap100_100k-13                        ,Gonomics8Worker,100,100000,126022038,14371
 14370BenchmarkBedtoolsIntervalOverlap100_100k-13                        ,Bedtools,100,100000,67161941,14365
BenchmarkBedtoolsIntervalOverlap100_100k-13                        ,Bedtools,100,100000,57584715,14360
BenchmarkBedtoolsIntervalOverlap100_100k-13                        ,Bedtools,100,100000,59903408,14352
BenchmarkBedtoolsIntervalOverlap100_100k-13                        ,Bedtools,100,100000,59021223,14347
BenchmarkBedtoolsIntervalOverlap100_100k-13                        ,Bedtools,100,100000,63675290,14341
BenchmarkBedtoolsIntervalOverlap100_100k-13                        ,Bedtools,100,100000,63634467,14336
BenchmarkBedtoolsIntervalOverlap100_100k-13                        ,Bedtools,100,100000,69880046,14332
BenchmarkBedtoolsIntervalOverlap100_100k-13                        ,Bedtools,100,100000,75240427,14328
BenchmarkBedtoolsIntervalOverlap100_100k-13                        ,Bedtools,100,100000,80818628,14323
BenchmarkBedtoolsIntervalOverlap100_100k-13                        ,Bedtools,100,100000,72056631,14318
 14318BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,272656440,14319
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,257952541,14320
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,258308354,14321
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,222776394,14323
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,252805719,14325
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,230330589,14327
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,384653542,14328
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,620805194,14329
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,319247812,14330
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,258661982,14332
 14332BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,157527034,14337
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,157772369,14341
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,156784615,14344
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,155911043,14348
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,156094864,14351
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,150458112,14354
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,149685128,14357
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,146247147,14361
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,123338113,14365
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,140694077,14368
 14368BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1367127156,14368
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1355336204,14369
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1395656515,14369
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1314701892,14370
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1295037116,14370
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1186730749,14371
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1115853962,14371
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1328720593,14372
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1344295740,14372
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1415141034,14373
 14373BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,519529123,14372
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,690266708,14370
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,628539659,14369
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,670452384,14369
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,631018866,14368
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,387857230,14366
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,541733735,14365
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,856155252,14364
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,705265036,14363
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,584951264,14361
 14363BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,1807705950,14363
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,1652009625,14365
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,2119959696,14366
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,1618378420,14368
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,1632154930,14370
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,3104627896,14371
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,3067806922,14373
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,3042659332,14375
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,3140679330,14377
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,1755821246,14379
 14379BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1268270113,14379
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1297973428,14379
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1246847222,14380
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1246041927,14380
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1258503084,14381
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1282425155,14381
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1368753207,14381
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1220268630,14382
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1296132176,14382
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1361358204,14383
 14384BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11209100068,14384
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11163309515,14384
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11410378156,14385
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11499059537,14385
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11502062576,14386
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,12478472260,14386
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,12043829643,14387
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,12864023360,14387
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11044098164,14388
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,12261567397,14388
 14388BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3661589025,14388
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3438085009,14388
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3377670183,14388
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3611629395,14387
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3388527970,14387
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3692648431,14387
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3601842285,14387
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,8444297034,14387
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3409538195,14386
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,8206153581,14386
 14408BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,14348301378,14408
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,28877669368,14430
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,28994385171,14452
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,23434519602,14474
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,14493371327,14496
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,26486301322,14518
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,14754753916,14540
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,14410001924,14562
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,14565529551,14584
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,26710578705,14605
 14606BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11981211652,14606
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11152289100,14607
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11514141272,14607
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11366867460,14608
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11762147349,14608
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,12781445966,14609
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,12919938838,14609
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11936972244,14610
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,12517102871,14611
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,13147983652,14611
 14611BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,28703852,14610
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,29384135,14607
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,28294185,14604
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,26252978,14601
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,26436789,14602
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,29094804,14601
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,27188875,14601
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,31908655,14599
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,28820784,14596
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,25702850,14593
 14593BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,18078330,14568
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,18781005,14548
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,22036984,14536
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,20272792,14523
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,19317818,14497
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,18685936,14470
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,18472958,14444
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,19118133,14430
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,18397751,14417
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,19176859,14393
 14393BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,34862244,14402
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,34748595,14407
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,35935670,14412
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,35599571,14417
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,33923184,14422
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,34442598,14427
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,33401444,14432
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,34360265,14438
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,32453072,14443
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,35267785,14449
 14449BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,24821813,14444
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,25800765,14442
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,24013850,14438
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,26481774,14435
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,26914975,14433
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,26343725,14430
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,26161230,14427
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,25528261,14425
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,26806790,14423
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,25371161,14420
 14420BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,28381761,14428
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,28819221,14434
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,30159709,14441
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,26274716,14446
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,26765079,14451
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,27849173,14455
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,28126713,14460
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,29214321,14466
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,28162695,14470
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,30986954,14478
 14478BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,18317116,14460
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,19573659,14447
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,19038596,14426
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,20009751,14406
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,20248473,14394
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,20116098,14384
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,20444326,14372
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,21802716,14360
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,21157874,14343
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,20626169,14333
 14333BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,38482149,14337
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,38180785,14341
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,37493437,14345
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,37416880,14350
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,40008357,14358
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,40375208,14362
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,38894265,14366
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,39671432,14370
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,40781145,14375
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,39078332,14379
 14379BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,30907789,14379
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,33282426,14379
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,32250759,14380
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,32096870,14380
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,32726252,14380
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,32788899,14379
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,30015864,14379
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,31238507,14378
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,31696254,14378
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,30627335,14377
 14378BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,41886046,14397
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,35855012,14420
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,36865405,14432
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,36586736,14445
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,38875473,14460
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,34546063,14471
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,34692491,14485
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,36356632,14498
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,34564098,14521
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,37179795,14543
 14542BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,23585257,14528
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,23679071,14518
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,27110763,14503
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,27364194,14494
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,28753532,14487
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,29464268,14479
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,29192193,14466
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,25925998,14458
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,28274740,14446
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,29466284,14439
 14439BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,65162216,14443
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,68727933,14445
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,64048686,14447
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,65110464,14451
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,190044708,14452
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,66729189,14455
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,70828873,14457
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,63754030,14459
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,66499133,14462
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,61785039,14464
 14464BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,55900015,14467
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,50278814,14470
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,54318496,14475
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,50723330,14477
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,53195895,14482
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,56970751,14486
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,56324066,14490
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,55548343,14495
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,51591300,14498
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,56761639,14501
 14501BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,144731528,14506
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,155305667,14512
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,148183787,14515
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,148773757,14518
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,145107987,14521
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,143228984,14524
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,141434644,14527
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,154687880,14530
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,190319035,14536
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,145567183,14539
 14539BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,66738309,14536
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,71556998,14534
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,73217921,14529
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,77812215,14525
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,72614246,14522
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,100279003,14520
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,102194919,14517
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,89188628,14514
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,93538164,14510
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,84200466,14508
 14508BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,291996160,14509
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,261725279,14511
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,250894561,14512
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,335402727,14512
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,250317669,14513
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,209280052,14514
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,268934512,14515
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,321978807,14517
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,225579967,14518
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,221106391,14519
 14519BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,266914859,14522
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,264854144,14524
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,272931680,14526
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,263854548,14528
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,258117816,14530
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,258114657,14532
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,267509958,14535
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,234625639,14538
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,247900700,14542
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,229298017,14546
 14546BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1267697018,14546
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1249374835,14546
