Job,Tool,a,b,ns/op,memUsage
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1157263702,14547
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1264817101,14547
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1355537272,14548
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1296852949,14548
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1126549246,14548
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1167514326,14549
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1190789961,14549
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1142359756,14549
 14549BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,745834145,14548
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,482534887,14547
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,873884204,14547
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,505976282,14546
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,868240754,14546
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,505341168,14546
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,567741649,14545
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,510646254,14544
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,503510682,14544
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,822696486,14543
 14544BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,2950111661,14544
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,2833294829,14545
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,3037773384,14546
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,1730112647,14547
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,1650325421,14548
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,1666239395,14550
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,3367601312,14551
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,2993430685,14552
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,2395210648,14553
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,2779453019,14554
 14554BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2445119160,14554
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2436314972,14554
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2256686592,14555
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2389292912,14555
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2338759857,14555
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2289784575,14556
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2201092458,14556
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2245101766,14556
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2171795993,14557
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2373832664,14557
 14557BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12960317233,14557
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12784413387,14558
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12750804459,14558
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,13753151873,14558
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12513157761,14559
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12579471306,14559
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,11110890973,14559
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12167605712,14560
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,11586253822,14560
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12425421430,14561
 14561BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,8980403828,14561
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,4917280676,14561
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,9883874696,14560
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,5009724125,14560
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,4808628245,14560
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,9906495351,14560
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,4811521186,14560
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,4526686556,14560
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,11276682663,14559
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,4682830645,14559
 14573BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,14913777619,14573
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,15236914639,14587
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,19157203115,14600
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,15055520428,14614
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,14425538059,14628
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,28977686013,14641
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,15378184798,14654
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,17700579527,14668
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,15399597583,14681
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,15012919675,14695
 14695BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,21965908881,14695
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,21399037556,14696
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,21409885138,14696
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22044273993,14697
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22336455224,14697
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22209465576,14698
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22232801936,14698
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,23068585750,14699
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22280680138,14699
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22514227381,14699
 14700BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,101262759,14713
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,92662014,14724
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,101821362,14734
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,102875998,14743
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,102667167,14758
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,102030571,14775
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,105225779,14783
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,100802357,14791
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,102250218,14801
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,102590920,14826
 14825BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,41035679,14821
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,36748360,14811
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,37221924,14805
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,37236242,14799
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,38411988,14793
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,39688541,14788
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,41366799,14783
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,41315194,14773
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,39114417,14768
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,41596290,14763
 14763BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,65256402,14766
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,63372749,14769
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,60723082,14770
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,87285343,14772
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,58294963,14774
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,62973832,14776
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,65151037,14779
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,59618114,14781
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,62613188,14784
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,60265171,14787
 14788BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,102325111,14796
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,100635396,14804
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,98408826,14815
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,103803260,14829
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,103050312,14836
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,102835403,14844
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,103880255,14853
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,104977110,14867
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,98534255,14884
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,102387412,14892
 14893BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,104579330,14914
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,103272730,14922
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,103553820,14932
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,106907987,14947
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,110789916,14957
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,104787913,14966
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,106696713,14976
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,106140644,14990
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,104353620,14999
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,102368061,15007
 15007BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,41643040,14998
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,43108085,14989
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,45573036,14980
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,45101994,14975
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,47819089,14970
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,41139478,14965
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,40199172,14959
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,42770409,14951
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,48632998,14945
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,42207181,14941
 14941BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,65274172,14943
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,78558198,14944
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,66754585,14945
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,65855237,14946
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,66384951,14949
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,62881919,14951
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,66385474,14953
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,62444735,14955
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,62128974,14956
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,62152369,14958
 14958BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,102863827,14965
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,106591279,14974
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,107362576,14987
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,105319464,14995
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,108453404,15002
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,111851274,15009
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,106594094,15016
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,105191977,15029
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,114863294,15036
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,112345924,15043
 15044BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,112492037,15065
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,111762469,15074
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,95208322,15099
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,94309054,15117
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,98123827,15128
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,90670723,15139
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,92032122,15151
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,92519662,15169
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,91092381,15188
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,94162362,15198
 15197BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,42746461,15190
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,53130703,15184
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,52210632,15180
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,51734117,15172
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,53347658,15167
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,52212833,15163
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,52152739,15158
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,47609713,15148
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,55471999,15140
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,61353218,15135
 15135BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,85434734,15137
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,86529039,15138
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,87346902,15139
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,86357874,15140
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,85894056,15141
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,92674627,15142
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,87671378,15143
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,86020403,15144
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,85962644,15144
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,80505931,15145
 15146BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,129528945,15151
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,152220510,15157
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,140836124,15168
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,152125131,15174
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,142048124,15181
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,145313607,15187
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,144272118,15199
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,151279216,15204
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,142426073,15211
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,155530947,15222
 15222BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,217647333,15231
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,205023722,15240
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,210720092,15247
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,206910634,15254
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,216759799,15264
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,195901908,15270
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,211296320,15277
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,209238001,15287
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,204009386,15296
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,209613503,15306
 15306BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,149399769,15305
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,153614918,15303
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,138688386,15300
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,187367673,15298
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,139245447,15297
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,146626790,15295
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,148356516,15293
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,186014467,15291
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,126552394,15288
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,112544238,15286
 15286BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,297486558,15287
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,333304292,15287
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,253240204,15287
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,239959656,15288
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,302428960,15288
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,290230674,15289
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,344620758,15289
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,256070917,15290
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,223651135,15291
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,283254718,15291
 15292BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,551463816,15294
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,503240305,15297
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,525080187,15300
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,541200702,15303
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,553807025,15307
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,549414794,15310
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,546592054,15316
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,528729275,15322
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,588379630,15325
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,529171166,15328
 15329BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1431515851,15329
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1413657011,15330
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1371194647,15331
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1318728691,15332
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1286249524,15333
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1576708798,15334
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1352968730,15335
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1315989433,15336
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1478117004,15337
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1345224911,15338
 15338BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1705796083,15338
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1235645506,15337
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,792926724,15337
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,779430442,15336
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1830446998,15336
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1285647562,15335
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1931350702,15335
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,854460216,15334
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1332731403,15334
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,802965560,15333
 15334BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1598627052,15334
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1713902430,15335
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1692547289,15336
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,3088357994,15336
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1602078051,15337
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1628108154,15338
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1696089004,15339
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1705904498,15340
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,2004319589,15341
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1677149639,15341
