Job,Tool,a,b,ns/op
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,230330589
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,384653542
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,620805194
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,319247812
BenchmarkBedopsIntervalOverlap100_100k-13                          ,Bedops,100,100000,258661982
 14332BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,157527034
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,157772369
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,156784615
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,155911043
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,156094864
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,150458112
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,149685128
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,146247147
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,123338113
BenchmarkSingleThreadIntervalOverlap100_100k-13                    ,Gonomics1Worker,100,100000,140694077
 14368BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1367127156
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1355336204
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1395656515
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1314701892
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1295037116
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1186730749
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1115853962
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1328720593
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1344295740
BenchmarkGonomicsIntervalOverlap100_1mi-13                         ,Gonomics8Worker,100,1000000,1415141034
 14373BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,519529123
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,690266708
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,628539659
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,670452384
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,631018866
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,387857230
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,541733735
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,856155252
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,705265036
BenchmarkBedtoolsIntervalOverlap100_1mi-13                         ,Bedtools,100,1000000,584951264
 14363BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,1807705950
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,1652009625
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,2119959696
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,1618378420
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,1632154930
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,3104627896
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,3067806922
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,3042659332
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,3140679330
BenchmarkBedopsIntervalOverlap100_1mi-13                           ,Bedops,100,1000000,1755821246
 14379BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1268270113
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1297973428
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1246847222
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1246041927
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1258503084
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1282425155
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1368753207
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1220268630
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1296132176
BenchmarkSingleThreadIntervalOverlap100_1mi-13                     ,Gonomics1Worker,100,1000000,1361358204
 14384BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11209100068
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11163309515
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11410378156
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11499059537
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11502062576
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,12478472260
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,12043829643
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,12864023360
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,11044098164
BenchmarkGonomicsIntervalOverlap100_10mi-13                        ,Gonomics8Worker,100,10000000,12261567397
 14388BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3661589025
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3438085009
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3377670183
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3611629395
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3388527970
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3692648431
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3601842285
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,8444297034
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,3409538195
BenchmarkBedtoolsIntervalOverlap100_10mi-13                        ,Bedtools,100,10000000,8206153581
 14408BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,14348301378
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,28877669368
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,28994385171
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,23434519602
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,14493371327
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,26486301322
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,14754753916
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,14410001924
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,14565529551
BenchmarkBedopsIntervalOverlap100_10mi-13                          ,Bedops,100,10000000,26710578705
 14606BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11981211652
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11152289100
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11514141272
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11366867460
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11762147349
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,12781445966
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,12919938838
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,11936972244
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,12517102871
BenchmarkSingleThreadIntervalOverlap100_10mi-13                    ,Gonomics1Worker,100,10000000,13147983652
 14611BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,28703852
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,29384135
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,28294185
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,26252978
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,26436789
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,29094804
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,27188875
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,31908655
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,28820784
BenchmarkGonomicsIntervalOverlap1k_100-13                          ,Gonomics8Worker,1000,100,25702850
 14593BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,18078330
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,18781005
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,22036984
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,20272792
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,19317818
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,18685936
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,18472958
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,19118133
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,18397751
BenchmarkBedtoolsIntervalOverlap1k_100-13                          ,Bedtools,1000,100,19176859
 14393BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,34862244
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,34748595
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,35935670
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,35599571
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,33923184
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,34442598
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,33401444
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,34360265
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,32453072
BenchmarkBedopsIntervalOverlap1k_100-13                            ,Bedops,1000,100,35267785
 14449BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,24821813
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,25800765
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,24013850
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,26481774
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,26914975
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,26343725
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,26161230
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,25528261
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,26806790
BenchmarkSingleThreadIntervalOverlap1k_100-13                      ,Gonomics1Worker,1000,100,25371161
 14420BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,28381761
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,28819221
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,30159709
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,26274716
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,26765079
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,27849173
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,28126713
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,29214321
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,28162695
BenchmarkGonomicsIntervalOverlap1k_1k-13                           ,Gonomics8Worker,1000,1000,30986954
 14478BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,18317116
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,19573659
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,19038596
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,20009751
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,20248473
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,20116098
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,20444326
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,21802716
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,21157874
BenchmarkBedtoolsIntervalOverlap1k_1k-13                           ,Bedtools,1000,1000,20626169
 14333BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,38482149
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,38180785
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,37493437
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,37416880
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,40008357
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,40375208
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,38894265
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,39671432
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,40781145
BenchmarkBedopsIntervalOverlap1k_1k-13                             ,Bedops,1000,1000,39078332
 14379BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,30907789
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,33282426
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,32250759
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,32096870
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,32726252
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,32788899
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,30015864
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,31238507
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,31696254
BenchmarkSingleThreadIntervalOverlap1k_1k-13                       ,Gonomics1Worker,1000,1000,30627335
 14378BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,41886046
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,35855012
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,36865405
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,36586736
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,38875473
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,34546063
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,34692491
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,36356632
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,34564098
BenchmarkGonomicsIntervalOverlap1k_10k-13                          ,Gonomics8Worker,1000,10000,37179795
 14542BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,23585257
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,23679071
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,27110763
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,27364194
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,28753532
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,29464268
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,29192193
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,25925998
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,28274740
BenchmarkBedtoolsIntervalOverlap1k_10k-13                          ,Bedtools,1000,10000,29466284
 14439BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,65162216
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,68727933
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,64048686
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,65110464
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,190044708
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,66729189
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,70828873
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,63754030
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,66499133
BenchmarkBedopsIntervalOverlap1k_10k-13                            ,Bedops,1000,10000,61785039
 14464BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,55900015
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,50278814
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,54318496
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,50723330
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,53195895
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,56970751
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,56324066
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,55548343
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,51591300
BenchmarkSingleThreadIntervalOverlap1k_10k-13                      ,Gonomics1Worker,1000,10000,56761639
 14501BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,144731528
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,155305667
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,148183787
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,148773757
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,145107987
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,143228984
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,141434644
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,154687880
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,190319035
BenchmarkGonomicsIntervalOverlap1k_100k-13                         ,Gonomics8Worker,1000,100000,145567183
 14539BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,66738309
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,71556998
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,73217921
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,77812215
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,72614246
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,100279003
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,102194919
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,89188628
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,93538164
BenchmarkBedtoolsIntervalOverlap1k_100k-13                         ,Bedtools,1000,100000,84200466
 14508BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,291996160
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,261725279
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,250894561
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,335402727
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,250317669
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,209280052
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,268934512
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,321978807
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,225579967
BenchmarkBedopsIntervalOverlap1k_100k-13                           ,Bedops,1000,100000,221106391
 14519BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,266914859
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,264854144
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,272931680
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,263854548
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,258117816
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,258114657
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,267509958
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,234625639
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,247900700
BenchmarkSingleThreadIntervalOverlap1k_100k-13                     ,Gonomics1Worker,1000,100000,229298017
 14546BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1267697018
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1249374835
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1157263702
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1264817101
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1355537272
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1296852949
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1126549246
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1167514326
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1190789961
BenchmarkGonomicsIntervalOverlap1k_1mi-13                          ,Gonomics8Worker,1000,1000000,1142359756
 14549BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,745834145
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,482534887
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,873884204
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,505976282
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,868240754
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,505341168
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,567741649
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,510646254
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,503510682
BenchmarkBedtoolsIntervalOverlap1k_1mi-13                          ,Bedtools,1000,1000000,822696486
 14544BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,2950111661
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,2833294829
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,3037773384
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,1730112647
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,1650325421
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,1666239395
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,3367601312
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,2993430685
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,2395210648
BenchmarkBedopsIntervalOverlap1k_1mi-13                            ,Bedops,1000,1000000,2779453019
 14554BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2445119160
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2436314972
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2256686592
