Job,Tool,a,b,ns/op
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2389292912
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2338759857
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2289784575
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2201092458
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2245101766
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2171795993
BenchmarkSingleThreadIntervalOverlap1k_1mi-13                      ,Gonomics1Worker,1000,1000000,2373832664
 14557BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12960317233
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12784413387
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12750804459
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,13753151873
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12513157761
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12579471306
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,11110890973
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12167605712
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,11586253822
BenchmarkGonomicsIntervalOverlap1k_10mi-13                         ,Gonomics8Worker,1000,10000000,12425421430
 14561BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,8980403828
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,4917280676
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,9883874696
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,5009724125
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,4808628245
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,9906495351
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,4811521186
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,4526686556
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,11276682663
BenchmarkBedtoolsIntervalOverlap1k_10mi-13                         ,Bedtools,1000,10000000,4682830645
 14573BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,14913777619
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,15236914639
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,19157203115
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,15055520428
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,14425538059
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,28977686013
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,15378184798
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,17700579527
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,15399597583
BenchmarkBedopsIntervalOverlap1k_10mi-13                           ,Bedops,1000,10000000,15012919675
 14695BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,21965908881
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,21399037556
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,21409885138
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22044273993
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22336455224
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22209465576
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22232801936
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,23068585750
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22280680138
BenchmarkSingleThreadIntervalOverlap1k_10mi-13                     ,Gonomics1Worker,1000,10000000,22514227381
 14700BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,101262759
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,92662014
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,101821362
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,102875998
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,102667167
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,102030571
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,105225779
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,100802357
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,102250218
BenchmarkGonomicsIntervalOverlap10k_100-13                         ,Gonomics8Worker,10000,100,102590920
 14825BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,41035679
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,36748360
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,37221924
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,37236242
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,38411988
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,39688541
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,41366799
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,41315194
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,39114417
BenchmarkBedtoolsIntervalOverlap10k_100-13                         ,Bedtools,10000,100,41596290
 14763BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,65256402
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,63372749
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,60723082
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,87285343
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,58294963
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,62973832
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,65151037
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,59618114
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,62613188
BenchmarkBedopsIntervalOverlap10k_100-13                           ,Bedops,10000,100,60265171
 14788BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,102325111
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,100635396
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,98408826
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,103803260
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,103050312
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,102835403
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,103880255
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,104977110
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,98534255
BenchmarkSingleThreadIntervalOverlap10k_100-13                     ,Gonomics1Worker,10000,100,102387412
 14893BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,104579330
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,103272730
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,103553820
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,106907987
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,110789916
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,104787913
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,106696713
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,106140644
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,104353620
BenchmarkGonomicsIntervalOverlap10k_1k-13                          ,Gonomics8Worker,10000,1000,102368061
 15007BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,41643040
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,43108085
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,45573036
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,45101994
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,47819089
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,41139478
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,40199172
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,42770409
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,48632998
BenchmarkBedtoolsIntervalOverlap10k_1k-13                          ,Bedtools,10000,1000,42207181
 14941BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,65274172
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,78558198
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,66754585
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,65855237
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,66384951
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,62881919
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,66385474
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,62444735
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,62128974
BenchmarkBedopsIntervalOverlap10k_1k-13                            ,Bedops,10000,1000,62152369
 14958BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,102863827
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,106591279
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,107362576
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,105319464
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,108453404
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,111851274
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,106594094
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,105191977
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,114863294
BenchmarkSingleThreadIntervalOverlap10k_1k-13                      ,Gonomics1Worker,10000,1000,112345924
 15044BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,112492037
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,111762469
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,95208322
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,94309054
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,98123827
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,90670723
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,92032122
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,92519662
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,91092381
BenchmarkGonomicsIntervalOverlap10k_10k-13                         ,Gonomics8Worker,10000,10000,94162362
 15197BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,42746461
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,53130703
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,52210632
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,51734117
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,53347658
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,52212833
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,52152739
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,47609713
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,55471999
BenchmarkBedtoolsIntervalOverlap10k_10k-13                         ,Bedtools,10000,10000,61353218
 15135BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,85434734
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,86529039
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,87346902
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,86357874
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,85894056
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,92674627
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,87671378
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,86020403
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,85962644
BenchmarkBedopsIntervalOverlap10k_10k-13                           ,Bedops,10000,10000,80505931
 15146BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,129528945
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,152220510
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,140836124
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,152125131
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,142048124
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,145313607
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,144272118
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,151279216
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,142426073
BenchmarkSingleThreadIntervalOverlap10k_10k-13                     ,Gonomics1Worker,10000,10000,155530947
 15222BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,217647333
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,205023722
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,210720092
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,206910634
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,216759799
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,195901908
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,211296320
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,209238001
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,204009386
BenchmarkGonomicsIntervalOverlap10k_100k-13                        ,Gonomics8Worker,10000,100000,209613503
 15306BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,149399769
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,153614918
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,138688386
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,187367673
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,139245447
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,146626790
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,148356516
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,186014467
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,126552394
BenchmarkBedtoolsIntervalOverlap10k_100k-13                        ,Bedtools,10000,100000,112544238
 15286BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,297486558
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,333304292
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,253240204
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,239959656
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,302428960
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,290230674
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,344620758
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,256070917
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,223651135
BenchmarkBedopsIntervalOverlap10k_100k-13                          ,Bedops,10000,100000,283254718
 15292BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,551463816
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,503240305
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,525080187
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,541200702
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,553807025
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,549414794
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,546592054
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,528729275
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,588379630
BenchmarkSingleThreadIntervalOverlap10k_100k-13                    ,Gonomics1Worker,10000,100000,529171166
 15329BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1431515851
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1413657011
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1371194647
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1318728691
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1286249524
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1576708798
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1352968730
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1315989433
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1478117004
BenchmarkGonomicsIntervalOverlap10k_1mi-13                         ,Gonomics8Worker,10000,1000000,1345224911
 15338BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1705796083
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1235645506
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,792926724
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,779430442
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1830446998
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1285647562
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1931350702
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,854460216
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,1332731403
BenchmarkBedtoolsIntervalOverlap10k_1mi-13                         ,Bedtools,10000,1000000,802965560
 15334BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1598627052
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1713902430
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1692547289
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,3088357994
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1602078051
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1628108154
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1696089004
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1705904498
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,2004319589
BenchmarkBedopsIntervalOverlap10k_1mi-13                           ,Bedops,10000,1000000,1677149639
 15342BenchmarkSingleThreadIntervalOverlap10k_1mi-13                     ,Gonomics1Worker,10000,1000000,4027556791
BenchmarkSingleThreadIntervalOverlap10k_1mi-13                     ,Gonomics1Worker,10000,1000000,4246733780
BenchmarkSingleThreadIntervalOverlap10k_1mi-13                     ,Gonomics1Worker,10000,1000000,4297417302
BenchmarkSingleThreadIntervalOverlap10k_1mi-13                     ,Gonomics1Worker,10000,1000000,4207228274
BenchmarkSingleThreadIntervalOverlap10k_1mi-13                     ,Gonomics1Worker,10000,1000000,4017682037
BenchmarkSingleThreadIntervalOverlap10k_1mi-13                     ,Gonomics1Worker,10000,1000000,4343801308
BenchmarkSingleThreadIntervalOverlap10k_1mi-13                     ,Gonomics1Worker,10000,1000000,4474386039
BenchmarkSingleThreadIntervalOverlap10k_1mi-13                     ,Gonomics1Worker,10000,1000000,4251446929
BenchmarkSingleThreadIntervalOverlap10k_1mi-13                     ,Gonomics1Worker,10000,1000000,3955413859
BenchmarkSingleThreadIntervalOverlap10k_1mi-13                     ,Gonomics1Worker,10000,1000000,4040087141
 15352BenchmarkGonomicsIntervalOverlap10k_10mi-13                        ,Gonomics8Worker,10000,10000000,13099721095
BenchmarkGonomicsIntervalOverlap10k_10mi-13                        ,Gonomics8Worker,10000,10000000,13993867843
BenchmarkGonomicsIntervalOverlap10k_10mi-13                        ,Gonomics8Worker,10000,10000000,13737169418
BenchmarkGonomicsIntervalOverlap10k_10mi-13                        ,Gonomics8Worker,10000,10000000,13126710014
BenchmarkGonomicsIntervalOverlap10k_10mi-13                        ,Gonomics8Worker,10000,10000000,13602858026
BenchmarkGonomicsIntervalOverlap10k_10mi-13                        ,Gonomics8Worker,10000,10000000,14121313930
BenchmarkGonomicsIntervalOverlap10k_10mi-13                        ,Gonomics8Worker,10000,10000000,12147045994
BenchmarkGonomicsIntervalOverlap10k_10mi-13                        ,Gonomics8Worker,10000,10000000,12728442419
BenchmarkGonomicsIntervalOverlap10k_10mi-13                        ,Gonomics8Worker,10000,10000000,13821462393
BenchmarkGonomicsIntervalOverlap10k_10mi-13                        ,Gonomics8Worker,10000,10000000,13559364211
 15361BenchmarkBedtoolsIntervalOverlap10k_10mi-13                        ,Bedtools,10000,10000000,24567396756
BenchmarkBedtoolsIntervalOverlap10k_10mi-13                        ,Bedtools,10000,10000000,7723453799
BenchmarkBedtoolsIntervalOverlap10k_10mi-13                        ,Bedtools,10000,10000000,7610199574
BenchmarkBedtoolsIntervalOverlap10k_10mi-13                        ,Bedtools,10000,10000000,7428077724
BenchmarkBedtoolsIntervalOverlap10k_10mi-13                        ,Bedtools,10000,10000000,7792292106
BenchmarkBedtoolsIntervalOverlap10k_10mi-13                        ,Bedtools,10000,10000000,7394464579
BenchmarkBedtoolsIntervalOverlap10k_10mi-13                        ,Bedtools,10000,10000000,7319297879
BenchmarkBedtoolsIntervalOverlap10k_10mi-13                        ,Bedtools,10000,10000000,7615422162
BenchmarkBedtoolsIntervalOverlap10k_10mi-13                        ,Bedtools,10000,10000000,7376408460
BenchmarkBedtoolsIntervalOverlap10k_10mi-13                        ,Bedtools,10000,10000000,16046866292
 15371BenchmarkBedopsIntervalOverlap10k_10mi-13                          ,Bedops,10000,10000000,14331632922
BenchmarkBedopsIntervalOverlap10k_10mi-13                          ,Bedops,10000,10000000,14222181138
BenchmarkBedopsIntervalOverlap10k_10mi-13                          ,Bedops,10000,10000000,14110702174
BenchmarkBedopsIntervalOverlap10k_10mi-13                          ,Bedops,10000,10000000,14141728036
BenchmarkBedopsIntervalOverlap10k_10mi-13                          ,Bedops,10000,10000000,14262492373
BenchmarkBedopsIntervalOverlap10k_10mi-13                          ,Bedops,10000,10000000,28796630695
BenchmarkBedopsIntervalOverlap10k_10mi-13                          ,Bedops,10000,10000000,14470513205
BenchmarkBedopsIntervalOverlap10k_10mi-13                          ,Bedops,10000,10000000,17591143747
BenchmarkBedopsIntervalOverlap10k_10mi-13                          ,Bedops,10000,10000000,19310826636
BenchmarkBedopsIntervalOverlap10k_10mi-13                          ,Bedops,10000,10000000,17706351650
 15475BenchmarkSingleThreadIntervalOverlap10k_10mi-13                    ,Gonomics1Worker,10000,10000000,39093917730
BenchmarkSingleThreadIntervalOverlap10k_10mi-13                    ,Gonomics1Worker,10000,10000000,38578290892
BenchmarkSingleThreadIntervalOverlap10k_10mi-13                    ,Gonomics1Worker,10000,10000000,42571177401
BenchmarkSingleThreadIntervalOverlap10k_10mi-13                    ,Gonomics1Worker,10000,10000000,37900211193
BenchmarkSingleThreadIntervalOverlap10k_10mi-13                    ,Gonomics1Worker,10000,10000000,38581831864
BenchmarkSingleThreadIntervalOverlap10k_10mi-13                    ,Gonomics1Worker,10000,10000000,39119984505
